"","Title","Path","Box","Distrubutor","Release.Date","Genre","Runtime","MPAA","Budget"
"4540","Harley Davidson and the Marlboro Man","/movies/?id=harleydavidsonandthemarlboroman.htm",7434726,"MGM","August","Action Comedy",98,"R",23
"4541","Maximum Overdrive","/movies/?id=maximumoverdrive.htm",7433663,"DEG","July","Sci-Fi Horror",97,"R",NA
"4542","Doogal","/movies/?id=doogal.htm",7417319,"Weinstein Company","February","Animation",85,"G",NA
"4543","Kids","/movies/?id=kids.htm",7412216,"Miramax","July","Drama",91,"Unrated",1.5
"4544","Clifford","/movies/?id=clifford.htm",7408745,"Orion Pictures","April","Comedy",90,"PG",NA
"4545","Tex","/movies/?id=tex.htm",7400000,"Buena Vista","July","Unknown",103,"PG",NA
"4546","Ironweed","/movies/?id=ironweed.htm",7393346,"TriStar","December","Unknown",144,"R",NA
"4547","Paranoia","/movies/?id=paranoia.htm",7385015,"Relativity","August","Thriller",115,"PG-13",35
"4548","The Squid and the Whale","/movies/?id=squidandthewhale.htm",7372734,"IDP","October","Comedy / Drama",81,"R",1.5
"4549","The Condemned","/movies/?id=condemned.htm",7371706,"Lionsgate","April","Action",100,"R",NA
"4550","Witchboard","/movies/?id=witchboard.htm",7369373,"Palisades Ent.","December","Unknown",98,"R",NA
"4551","Clean Slate","/movies/?id=cleanslate.htm",7355425,"MGM","May","Comedy",107,"PG-13",NA
"4552","The Crucible","/movies/?id=crucible.htm",7343114,"Fox","November","Period Drama",124,"PG-13",NA
"4553","Iceman","/movies/?id=iceman.htm",7343032,"Universal","April","Unknown",101,"PG",NA
"4554","Wild America","/movies/?id=wildamerica.htm",7342923,"Warner Bros.","July","Family Adventure",102,"PG",NA
"4555","Alice","/movies/?id=alice.htm",7331647,"Orion Pictures","December","Fantasy Comedy",106,"PG-13",NA
"4556","Babies","/movies/?id=babies.htm",7320323,"Focus Features","May","Documentary",79,"PG",NA
"4557","Bones","/movies/?id=bones.htm",7316658,"New Line","October","Horror",92,"R",16
"4558","Mississippi Masala","/movies/?id=mississippimasala.htm",7308786,"Samuel Goldwyn","February","Romance",118,"R",NA
"4559","Sarafina!","/movies/?id=sarafina.htm",7306242,"Buena Vista","September","Musical",98,"PG-13",NA
"4560","Who's That Girl","/movies/?id=whosthatgirl.htm",7305209,"Warner Bros.","August","Unknown",94,"PG",NA
"4561","Outside Providence","/movies/?id=outsideprovidence.htm",7302522,"Miramax","September","Comedy",96,"R",7
"4562","Wild Hearts Can't Be Broken","/movies/?id=wildheartscantbebroken.htm",7294835,"Buena Vista","May","Family",89,"G",NA
"4563","Eat Drink Man Woman","/movies/?id=eatdrinkmanwoman.htm",7294403,"Samuel Goldwyn","August","Foreign",124,"Unrated",NA
"4564","The Forsaken","/movies/?id=foresaken.htm",7288451,"Sony / Screen Gems","April","Horror",91,"R",15
"4565","Lorenzo's Oil","/movies/?id=lorenzosoil.htm",7286388,"Universal","January","Drama",136,"PG-13",NA
"4566","Phantasm II","/movies/?id=phantasm2.htm",7282851,"Universal","July","Unknown",90,"R",NA
"4567","She's So Lovely","/movies/?id=shessolovely.htm",7281450,"Miramax","August","Romantic Comedy",96,"R",NA
"4568","Run Lola Run","/movies/?id=runlolarun.htm",7267585,"Sony Classics","June","Foreign",81,"R",NA
"4569","Big Trouble","/movies/?id=bigtrouble.htm",7267307,"Buena Vista","April","Comedy",85,"PG-13",40
"4570","Barcelona","/movies/?id=barcelona.htm",7266973,"Fine Line","July","Romantic Comedy",101,"PG-13",NA
"4571","Searching for Bobby Fischer","/movies/?id=searchingforbobbyfischer.htm",7266383,"Paramount","August","Drama",110,"PG",NA
"4572","Buddy Buddy","/movies/?id=buddybuddy.htm",7258543,"MGM","December","Unknown",96,"R",NA
"4573","Friends with Kids","/movies/?id=friendswithkids.htm",7251073,"Roadside Attractions","March","Comedy",100,"R",NA
"4574","B.A.P.S.","/movies/?id=baps.htm",7246735,"New Line","March","Comedy",90,"PG-13",NA
"4575","Off Limits","/movies/?id=offlimits.htm",7242035,"Fox","March","Unknown",102,"R",NA
"4576","Rush","/movies/?id=rush.htm",7241350,"MGM","December","Crime Drama",120,"R",NA
"4577","The Missionary","/movies/?id=missionary.htm",7241180,"Freestyle Releasing","October","Drama / Thriller",NA,"R",NA
"4578","Johnny Handsome","/movies/?id=johnnyhandsome.htm",7237794,"TriStar","September","Unknown",96,"R",NA
"4579","Zeus and Roxanne","/movies/?id=zeusandroxanne.htm",7233324,"MGM","January","Family",98,"PG",NA
"4580","All the King's Men","/movies/?id=allthekingsmen.htm",7221458,"Sony / Columbia","September","Drama",141,"PG-13",55
"4581","Mulholland Drive","/movies/?id=mulhollanddrive.htm",7220243,"Universal","October","Drama / Thriller",147,"R",NA
"4582","The Big Red One","/movies/?id=bigredone.htm",7206220,"MGM","July","Unknown",73,"PG",NA
"4583","The Big Year","/movies/?id=bigyear.htm",7204138,"Fox","October","Comedy",100,"PG",41
"4584","Transylvania 6-5000","/movies/?id=transylvania6-5000.htm",7196872,"New World","November","Unknown",94,"PG",NA
"4585","Encounter in the 3rd Dimension (IMAX)","/movies/?id=encourter3dimax.htm",7195792,"N Wave","February","IMAX",40,"Unrated",NA
"4586","The Green Inferno","/movies/?id=greeninferno.htm",7192291,"High Top Releasing","September","Horror",100,"R",5
"4587","American Dreamz","/movies/?id=americandreamz.htm",7191830,"Universal","April","Comedy",107,"PG-13",17
"4588","1492: Conquest of Paradise","/movies/?id=1492.htm",7191399,"Paramount","October","Historical Drama",148,"PG-13",47
"4589","North","/movies/?id=north.htm",7182747,"Columbia","July","Family Comedy",88,"PG",40
"4590","Women on the Verge of a Nervous Breakdown","/movies/?id=womenontheverge.htm",7179298,"Orion Classics","November","Foreign",88,"R",NA
"4591","The Boy Who Could Fly","/movies/?id=boywhocouldfly.htm",7177431,"Fox","August","Unknown",114,"PG",NA
"4592","10 to Midnight","/movies/?id=10tomidnight.htm",7175592,"MGM","March","Unknown",103,"R",NA
"4593","The Hoax","/movies/?id=hoax.htm",7164995,"Miramax","April","Drama",115,"R",25
"4594","The Orphanage","/movies/?id=orphanage.htm",7161284,"Picturehouse","December","Foreign / Horror",98,"R",NA
"4595","The Name of the Rose","/movies/?id=nameoftherose.htm",7153487,"Fox","September","Unknown",130,"R",NA
"4596","Journey to the South Pacific","/movies/?id=journeytothesouthpacific.htm",7141704,"IMAX","November","Documentary",40,"G",NA
"4597","Dear God","/movies/?id=deargod.htm",7138523,"Paramount","November","Comedy",112,"PG",NA
"4598","She's Gotta Have It","/movies/?id=shesgottahaveit.htm",7137502,"Island Pictures","August","Unknown",100,"R",NA
"4599","Hardbodies","/movies/?id=hardbodies.htm",7121719,"Columbia","May","Comedy",88,"R",NA
"4600","A Separation","/movies/?id=aseperation.htm",7099055,"Sony Classics","December","Foreign",123,"PG-13",NA
"4601","Before the Devil Knows You're Dead","/movies/?id=beforethedevilknowsyouredead.htm",7084227,"ThinkFilm","October","Crime Thriller",123,"R",NA
"4602","Seeking a Friend for the End of the World","/movies/?id=seekingafriend.htm",7078738,"Focus Features","June","Comedy / Drama",94,"R",10
"4603","Trapped","/movies/?id=trapped.htm",7073251,"Sony / Columbia","September","Thriller",110,"R",30
"4604","How She Move","/movies/?id=howshemove.htm",7070641,"Paramount Vantage","January","Music Drama",98,"PG-13",NA
"4605","Quills","/movies/?id=quills.htm",7065332,"Fox Searchlight","November","Period Drama",124,"R",NA
"4606","The Stunt Man","/movies/?id=stuntman.htm",7063886,"Fox","June","Unknown",131,"R",NA
"4607","Phat Girlz","/movies/?id=phatgirlz.htm",7061128,"Fox Searchlight","April","Comedy",99,"PG-13",3
"4608","Pride","/movies/?id=pdr.htm",7057600,"Lionsgate","March","Sports Drama",104,"PG",NA
"4609","Alphabet City","/movies/?id=alphabetcity.htm",7035585,"Atlantic","May","Unknown",86,"R",NA
"4610","House Arrest","/movies/?id=housearrest.htm",7032782,"MGM","August","Family Comedy",111,"PG",NA
"4611","Star Kid","/movies/?id=starkid.htm",7029025,"Trimark","January","Family Adventure",110,"PG",NA
"4612","Turistas","/movies/?id=turistas.htm",7027762,"Fox Atomic","December","Thriller",92,"R",10
"4613","Three Wishes","/movies/?id=threewishes.htm",7027517,"Savoy","October","Fantasy Drama",115,"PG",NA
"4614","Screwed","/movies/?id=screwed.htm",7027345,"Universal","May","Comedy",82,"PG-13",10
"4615","BASEketball","/movies/?id=baseketball.htm",7027290,"Universal","July","Sports Comedy",110,"R",NA
"4616","Bug","/movies/?id=bug.htm",7025810,"Lionsgate","May","Drama / Thriller",102,"R",NA
"4617","Kissing Jessica Stein","/movies/?id=kissingjessicastein.htm",7025722,"Fox Searchlight","March","Romantic Comedy",96,"R",NA
"4618","Last of the Dogmen","/movies/?id=lastofthedogmen.htm",7024389,"Savoy","September","Action Drama",118,"PG",NA
"4619","Running with Scissors","/movies/?id=runningwithscissors.htm",7022827,"Sony / Columbia","October","Comedy / Drama",120,"R",NA
"4620","Hiding Out","/movies/?id=hidingout.htm",7019441,"DEG","November","Unknown",95,"PG-13",NA
"4621","Black Nativity","/movies/?id=blacknativity.htm",7018189,"Fox Searchlight","November","Musical",92,"PG",17.5
"4622","An American Carol","/movies/?id=americancarol.htm",7013191,"Vivendi Entertainment","October","Comedy",83,"PG-13",20
"4623","Crossover","/movies/?id=crossover.htm",7009668,"Sony / Columbia","September","Sports Drama",95,"PG-13",5.8
"4624","The Triplets of Belleville","/movies/?id=tripletsofbelleville.htm",7007149,"Sony Classics","November","Animation",78,"PG-13",NA
"4625","Our Brand Is Crisis (2015)","/movies/?id=ourbrandiscrisis20115.htm",7002261,"Warner Bros.","October","Comedy / Drama",108,"R",28
"4626","Buena Vista Social Club","/movies/?id=buenavistasocialclub.htm",7002182,"Artisan","June","Concert",101,"G",NA
"4627","Cat People","/movies/?id=catpeople.htm",7e+06,"Universal","April","Unknown",119,"R",NA
"4628","Fearless","/movies/?id=fearless.htm",6995302,"Warner Bros.","October","Drama",122,"R",NA
"4629","Lawrence of Arabia (re-issue) (1989)","/movies/?id=lawrenceofarabia89.htm",6986278,"Columbia","February","Unknown",216,"PG",NA
"4630","Relentless","/movies/?id=relentless.htm",6985999,"New Line","September","Unknown",92,"R",NA
"4631","Children of the Corn II","/movies/?id=childrenofthecorn2.htm",6980986,"Miramax","January","Horror",90,"R",NA
"4632","Grandma (2015)","/movies/?id=grandma2015.htm",6980524,"Sony Classics","August","Comedy",78,"R",NA
"4633","Trial by Jury","/movies/?id=trialbyjury.htm",6971777,"Warner Bros.","September","Thriller",107,"R",NA
"4634","I Ought to Be in Pictures","/movies/?id=ioughttobeinpictures.htm",6968359,"Fox","March","Unknown",108,"PG",NA
"4635","Shag: The Movie","/movies/?id=shag.htm",6957975,"Hemdale","July","Unknown",99,"PG",NA
"4636","La Cage aux Folles 2","/movies/?id=lacageauxfolles2.htm",6950125,"MGM","February","Foreign",100,"R",NA
"4637","Suburban Commando","/movies/?id=suburbancommando.htm",6948859,"New Line","October","Family Comedy",88,"PG",NA
"4638","Red Sonja","/movies/?id=redsonja.htm",6948633,"MGM","July","Action Fantasy",89,"PG-13",NA
"4639","Blue City","/movies/?id=bluecity.htm",6947787,"Paramount","May","Unknown",83,"R",NA
"4640","Sexy Beast","/movies/?id=sexybeast.htm",6946056,"Fox Searchlight","June","Crime",89,"R",NA
"4641","State and Main","/movies/?id=stateandmain.htm",6944471,"Fine Line","December","Comedy",105,"R",NA
"4642","Almost an Angel","/movies/?id=almostanangel.htm",6939946,"Paramount","December","Comedy",96,"PG",NA
"4643","The Wedding Banquet","/movies/?id=weddingbanquet.htm",6933459,"Samuel Goldwyn","August","Foreign",111,"R",NA
"4644","Take Me Home Tonight","/movies/?id=kidsinamerica2011.htm",6928068,"Relativity","March","Comedy",114,"R",NA
"4645","A Cry in the Dark","/movies/?id=cryinthedark.htm",6908797,"Warner Bros.","November","Unknown",121,"PG-13",NA
"4646","The Amateur","/movies/?id=amateur82.htm",6892098,"Fox","February","Unknown",112,"R",NA
"4647","Willard","/movies/?id=willard.htm",6886089,"New Line","March","Horror",100,"PG-13",20
"4648","Redline","/movies/?id=redline.htm",6881022,"Chicago Pictures","April","Action",95,"PG-13",26
"4649","Thunderbirds","/movies/?id=thunderbirds.htm",6880917,"Universal","July","Family Adventure",95,"PG",57
"4650","Death Wish 4: The Crackdown","/movies/?id=deathwish4.htm",6880310,"Cannon Films","November","Unknown",99,"R",NA
"4651","Woman, Thou Art Loosed","/movies/?id=womanthouartloosed.htm",6879730,"Magnolia","October","Drama",99,"R",NA
"4652","The Brothers Grimsby","/movies/?id=grimsby.htm",6874837,"Sony / Columbia","March","Comedy",83,"R",NA
"4653","Cedar Rapids","/movies/?id=cedarrapids.htm",6861102,"Fox Searchlight","February","Comedy",86,"R",NA
"4654","Never Talk to Strangers","/movies/?id=nevertalktostrangers.htm",6858261,"Sony / Columbia","October","Romantic Thriller",86,"R",NA
"4655","Romantic Comedy","/movies/?id=romanticcomedy.htm",6857733,"MGM","October","Unknown",102,"PG",NA
"4656","Running Scared","/movies/?id=runningscared05.htm",6855137,"New Line","February","Action / Crime",110,"R",15
"4657","The Spectacular Now","/movies/?id=spectacularnow.htm",6854611,"A24","August","Comedy / Drama",95,"R",NA
"4658","200 Cigarettes","/movies/?id=200cigarettes.htm",6852450,"Paramount","February","Comedy",101,"R",6
"4659","The Collection","/movies/?id=collection.htm",6842058,"LD Entertainment","November","Horror Thriller",81,"R",NA
"4660","Exit to Eden","/movies/?id=exittoeden.htm",6841570,"Savoy","October","Comedy",113,"R",NA
"4661","The Pope of Greenwich Village","/movies/?id=popeofgreenwichvillage.htm",6836201,"MGM","June","Unknown",120,"R",NA
"4662","Moonlight Mile","/movies/?id=moonlightmile.htm",6835856,"Buena Vista","September","Drama",111,"PG-13",21
"4663","Panther","/movies/?id=panther.htm",6834525,"Gramercy","May","Drama",123,"R",NA
"4664","Mixed Nuts","/movies/?id=mixednuts.htm",6821850,"Sony / Columbia","December","Comedy",97,"PG-13",NA
"4665","The Chipmunk Adventure","/movies/?id=chipmunkadventure.htm",6804312,"Samuel Goldwyn","May","Animation",76,"G",NA
"4666","Trick or Treat","/movies/?id=trickortreat.htm",6797218,"DEG","October","Unknown",93,"R",NA
"4667","Fanny and Alexander","/movies/?id=fannyandalexander.htm",6783304,"Embassy","June","Foreign",188,"R",NA
"4668","Conviction","/movies/?id=bettyannwaters.htm",6783129,"Fox Searchlight","October","Drama",107,"R",12.5
"4669","In the Valley of Elah","/movies/?id=inthevalleyofelah.htm",6777741,"Warner Independent","September","War Drama",121,"R",NA
"4670","Runaway","/movies/?id=runaway.htm",6770587,"TriStar","December","Unknown",100,"PG-13",NA
"4671","Ladies in Lavender","/movies/?id=ladiesinlavender.htm",6765081,"IDP","April","Period Drama",103,"PG-13",NA
"4672","Me and Earl and the Dying Girl","/movies/?id=meandearl.htm",6758416,"Fox Searchlight","June","Drama",104,"PG-13",8
"4673","Caught Up","/movies/?id=caughtup.htm",6754958,"Live","February","Crime Thriller",98,"R",NA
"4674","The Young Black Stallion (IMAX)","/movies/?id=youngblackstallion.htm",6751389,"Buena Vista","December","IMAX",45,"G",NA
"4675","Gone with the Wind (Re-issue) (1998)","/movies/?id=gonewiththewind98.htm",6750112,"New Line","June","Historical Epic",238,"G",NA
"4676","Seraphin, un homme et son peche","/movies/?id=seraphin.htm",6749187,"Alliance","November","Foreign",110,"Unrated",NA
"4677","Smoke Signals","/movies/?id=smokesignals.htm",6745362,"Miramax","June","Comedy",89,"PG-13",NA
"4678","The Mambo Kings","/movies/?id=mambokings.htm",6742168,"Warner Bros.","February","Music Drama",105,"R",NA
"4679","Amour","/movies/?id=amour.htm",6739492,"Sony Classics","December","Foreign",125,"PG-13",8.9
"4680","Fortress","/movies/?id=fortress.htm",6739141,"Miramax","September","Sci-Fi Action",95,"R",8
"4681","Baahubali: The Beginning","/movies/?id=baahubali:thebeginning.htm",6738000,"Blue Sky Cinema","July","Action / Adventure",159,"Unrated",NA
"4682","9 1/2 Weeks","/movies/?id=9andonehalfweeks.htm",6735922,"MGM","February","Unknown",118,"R",NA
"4683","Town & Country","/movies/?id=townandcountry.htm",6719973,"New Line","April","Romantic Comedy",104,"R",90
"4684","American History X","/movies/?id=americanhistoryx.htm",6719864,"New Line","October","Crime Drama",127,"R",20
"4685","Roger and Me","/movies/?id=rogerandme.htm",6706368,"Warner Bros.","December","Documentary",91,"R",NA
"4686","Delta Force 2: Operation Stranglehold","/movies/?id=deltaforce2.htm",6698361,"MGM","August","Action",111,"R",NA
"4687","U-Turn","/movies/?id=u-turn.htm",6682098,"Sony / Columbia","October","Crime Thriller",121,"R",NA
"4688","The Closet (Le Placard)","/movies/?id=closet.htm",6678894,"Miramax","June","Foreign",84,"R",NA
"4689","Hairspray (1988)","/movies/?id=hairspray.htm",6671108,"New Line","February","Unknown",92,"PG",NA
"4690","City Island","/movies/?id=cityisland.htm",6671036,"Anchor Bay Films","March","Comedy",100,"PG-13",6
"4691","Nightmares","/movies/?id=nightmares.htm",6670680,"Universal","September","Unknown",99,"R",NA
"4692","Six Weeks","/movies/?id=6weeks.htm",6668025,"Universal","December","Drama",107,"PG",NA
"4693","The Golden Seal","/movies/?id=goldenseal.htm",6666725,"Samuel Goldwyn","August","Unknown",95,"PG",NA
"4694","Forced Vengeance","/movies/?id=forcedvengeance.htm",6660333,"MGM","July","Action",90,"R",NA
"4695","Where the Buffalo Roam","/movies/?id=wherethebuffaloroam.htm",6659377,"Universal","April","Unknown",99,"R",NA
"4696","I Dreamed of Africa","/movies/?id=idreamedofafrica.htm",6651522,"Sony / Columbia","May","Adventure",115,"PG-13",50
"4697","Swing Shift","/movies/?id=swingshift.htm",6650206,"Warner Bros.","April","Unknown",100,"PG",NA
"4698","Fresh Horses","/movies/?id=freshhorses.htm",6640346,"Columbia","November","Unknown",102,"PG-13",NA
"4699","Black Moon Rising","/movies/?id=blackmoonrising.htm",6637565,"New World","January","Unknown",100,"R",NA
"4700","Spider-Man / Men in Black II","/movies/?id=spidermeninblack.htm",6632970,"Sony / Columbia","September","Action / Adventure",209,"PG-13",NA
"4701","Femme Fatale","/movies/?id=femmefatale.htm",6630252,"Warner Bros.","November","Crime Thriller",115,"R",NA
"4702","The Savages","/movies/?id=savages.htm",6623082,"Fox Searchlight","November","Comedy / Drama",113,"R",NA
"4703","The Gong Show Movie","/movies/?id=gongshowmovie.htm",6621520,"Universal","May","Unknown",89,"R",NA
"4704","The Last Station","/movies/?id=thelaststation.htm",6617867,"Sony Classics","January","Historical Drama",112,"R",18
"4705","The Hunted (1995)","/movies/?id=hunted95.htm",6609661,"Universal","February","Action",111,"R",NA
